Class,Location,Day/Time
ENVS 104A - 01   Intro Field Methods,LEC: ISB 221,WF 12:00PM-01:00PM
ENVS 104L - 01   Field Methods Lab,LAB: Nat Sci 2 229,WF 01:00PM-04:00PM
ENVS 110 - 01   Inst & Econ Sys,LEC: ISB 431,MW 11:00AM-12:35PM
ENVS 115C - 01   Advanced GIS,LEC: ISB 486,TuTh 11:40AM-01:15PM
ENVS 120 - 01   Conservation Biology,LEC: ISB 221,TuTh 03:20PM-04:55PM
ENVS 120 - 01 DIS 01A,ISB 431,F 12:00PM-01:05PM
ENVS 120 - 01 DIS 01B,ISB 431,F 04:00PM-05:05PM
ENVS 130C - 01   Fld Exp Agro/Food Sys,FLD: ISB 431,TuTh 03:20PM-04:55PM
ENVS 135 - 01   Sustainable Aquacultur,LEC: ISB 221,TuTh 11:40AM-01:15PM
ENVS 140 - 01   Natl Environ Policy,LEC: ISB 221,MW 05:20PM-06:55PM
ENVS 140 - 01 DIS 01A,ISB 431,M 04:00PM-05:00PM
ENVS 140 - 01 DIS 01B,ISB 221,W 02:40PM-03:40PM
ENVS 144 - 01   Climate Politics,LEC: ISB 221,MWF 01:20PM-02:25PM
ENVS 147 - 01   Global Env Justice,LEC: ISB 221,TuTh 09:50AM-11:25AM
ENVS 147 - 01 DIS 01A,ISB 431,Tu 11:40AM-01:15PM
ENVS 147 - 01 DIS 01B,ISB 431,Th 01:30PM-02:35PM
ENVS 164 - 01   Proj/Prac Soil Eco,FLD: ISB 431,TuTh 09:50AM-11:25AM
ENVS 166 - 01   Agroecosys Analysis,LEC: ISB 221,TuTh 01:30PM-03:05PM
ENVS 178 - 01   Race and Environment,LEC: ISB 431,TuTh 05:20PM-06:55PM
ENVS 189 - 01   Research Seminar,SEM: ISB 221,M 12:00PM-01:05PM
ENVS 19 - 01   Topics in Nat Hist,FLD: Nat Sci 2 229,Th 01:00PM-05:00PM
ENVS 190 - 01   Capstone:EnvrProblem,LEC: Steven Acad 175,MWF 09:20AM-10:25AM
ENVS 190 - 01 DIS 01A,ISB 455,W 10:40AM-11:45AM
ENVS 190 - 01 DIS 01B,ISB 413,W 02:40PM-03:45PM
ENVS 190 - 01 DIS 01C,Nat Sci 2 233,Th 11:40AM-12:45PM
ENVS 190 - 01 DIS 01D,ISB 417,Th 03:20PM-04:25PM
ENVS 196 - 01   Senior Seminar,SEM: ISB 455,MW 03:00PM-04:35PM
ENVS 196G - 01   Senior Seminar in GIS,SEM: ISB 486,Th 01:30PM-04:30PM
ENVS 23 - 01   Physcl & Chem Envir,LEC: Thim Lecture 003,TuTh 09:50AM-11:25AM
ENVS 23 - 01 DIS 01A,ISB 431,Tu 02:00PM-03:00PM
ENVS 23 - 01 DIS 01B,ISB 431,W 09:30AM-10:30AM
ENVS 23 - 01 DIS 01C,ISB 431,W 01:00PM-02:00PM
ENVS 23 - 01 DIS 01D,ISB 431,W 02:15PM-03:15PM
ENVS 23 - 01 DIS 01E,ISB 221,F 09:20AM-10:20AM
ENVS 23 - 01 DIS 01F,ISB 221,F 10:35AM-11:35AM
ENVS 272 - 01   Qual Field Methods,LEC: ISB 455,Tu 05:00PM-08:00PM
ENVS 280 - 01   Adv Topics In Envs,SEM: ISB 413,TuTh 03:20PM-04:55PM
ENVS 290 - 01   Interdis Research,SEM: ISB 221,M 12:00PM-01:05PM
ENVS 291 - 01   Adv Readings In Envs,SEM: ISB 413,Tu 11:00AM-12:30PM
ESCI 100B - 01   Fund Env Processes,LEC: PhysSciences 110,MWF 10:40AM-11:45AM
ESCI 100B - DIS 01A,Earth&Marine D258,W 04:30PM-06:00PM
ESCI 100B - DIS 01B,Earth&Marine D258,Th 05:00PM-06:30PM
ESCI 141 - 01   Marine Ecosystems,LEC: Earth&Marine D236,TuTh 01:30PM-03:05PM
ESCI 150 - 01   Field & Lab Aquat Sci,FLD: Earth&Marine D266,MW 01:30PM-05:00PM
ESCI 191 - 01   Capstone Seminar,SEM: Earth&Marine D250,TuTh 09:50AM-11:25AM
ESCI 191 - 02   Capstone Seminar,SEM: Earth&Marine D236,MWF 12:00PM-01:05PM
FILM 120 - 01   Intro Media Theory,LEC: J Bask Aud 101,TuTh 08:00AM-09:35AM
FILM 120 - 01 DIS 01A,Commun Bldg 119,F 10:40AM-11:40AM
FILM 120 - 01 DIS 01B,Commun Bldg 119,F 12:00PM-01:00PM
FILM 120 - 01 DIS 01E,Commun Bldg 121,F 04:00PM-05:00PM
FILM 120 - 01 DIS 01F,Commun Bldg 121,F 05:20PM-06:20PM
FILM 132B - 01   Internatnl Cinema,LEC: ClassroomUnit 001,TuTh 03:20PM-06:20PM
FILM 132B - DIS 01A,Commun Bldg 117,F 08:00AM-09:00AM
FILM 132B - DIS 01B,Commun Bldg 117,F 09:20AM-10:20AM
FILM 132B - DIS 01C,Commun Bldg 117,F 10:40AM-11:40AM
FILM 132B - DIS 01D,Commun Bldg 117,F 12:00PM-01:00PM
FILM 132B - DIS 01G,Commun Bldg 117,F 04:00PM-05:00PM
FILM 132B - DIS 01H,Commun Bldg 117,F 05:20PM-06:20PM
FILM 132B - DIS 01I,Commun Bldg 121,F 10:40AM-11:40AM
FILM 132B - DIS 01J,Commun Bldg 121,F 12:00PM-01:00PM
FILM 136B - 01   Hist of Television,LEC: ClassroomUnit 001,MW 05:20PM-06:55PM
FILM 136B - DIS 01A,Commun Bldg 117,Th 08:30AM-09:30AM
FILM 136B - DIS 01B,Commun Bldg 117,Th 09:50AM-10:50AM
FILM 136B - DIS 01C,Commun Bldg 117,Th 11:40AM-12:40PM
FILM 136B - DIS 01D,Commun Bldg 117,Th 01:30PM-02:30PM
FILM 136B - DIS 01E,Commun Bldg 117,Th 03:20PM-04:20PM
FILM 136B - DIS 01F,Commun Bldg 117,Th 05:20PM-06:20PM
FILM 136B - DIS 01G,Commun Bldg 121,F 08:00AM-09:00AM
FILM 136B - DIS 01H,Commun Bldg 121,F 09:20AM-10:20AM
FILM 160 - 01   Film Genres,LEC: Commun Bldg 150,TuTh 11:40AM-02:40PM
FILM 170B - 01   Film/Video Productn,STU: Commun Bldg 113,"MW 02:40PM-05:05PM
    W 05:05PM-06:35PM"
FILM 170B - 02   Film/Video Productn,STU: Commun Bldg 130,"MW 02:40PM-05:05PM
    W 01:10PM-02:40PM"
FILM 171S - 01   Spec Topics in Prod,STU: Commun Bldg 130,MW 09:20AM-11:45AM
FILM 171S - 02   Spec Topics in Prod,STU: Commun Bldg 011,TuTh 03:20PM-05:50PM
FILM 174B - 01   Reasonable Doubts:B,SEM: Commun Bldg 139,F 09:30AM-02:00PM
FILM 179A - 01   Sp Topics Animation,STU: Commun Bldg 011,WF 10:40AM-01:05PM
FILM 194S - 01   Special Topics Seminar,SEM: Commun Bldg 117,Tu 11:40AM-02:40PM
FILM 196A - 01   Sr Prjct Narr Prod,STU: Commun Bldg 130,TuTh 09:50AM-11:50AM
FILM 196C - 01   Sr Documentary Project,STU: Commun Bldg 130,TuTh 03:20PM-05:20PM
FILM 200A - 01   FDM IntroGradStudy,SEM: Kresge Acad 1302,W 09:00AM-12:00PM
FILM 20A - 01   Intro Film Studies,LEC: Commun Bldg 150,TuTh 09:50AM-11:25AM
FILM 20A - DIS 01A,Commun Bldg 121,Th 03:20PM-04:20PM
FILM 20A - DIS 01B,Commun Bldg 121,Th 05:20PM-06:20PM
FILM 20A - DIS 01C,Commun Bldg 121,F 01:20PM-02:20PM
FILM 20A - DIS 01D,Commun Bldg 121,F 02:40PM-03:40PM
FILM 20A - DIS 01E,Commun Bldg 119,Th 03:20PM-04:20PM
FILM 20A - DIS 01F,Commun Bldg 119,Th 05:20PM-06:20PM
FILM 20P - 01   Productn Technique,LEC: ClassroomUnit 001,TuTh 07:10PM-08:45PM
FILM 20P - DIS 01A,Commun Bldg 130,F 09:20AM-10:20AM
FILM 20P - DIS 01B,Commun Bldg 130,F 10:40AM-11:40AM
FILM 20P - DIS 01C,Commun Bldg 130,F 12:00PM-01:00PM
FILM 20P - DIS 01D,Commun Bldg 130,F 01:20PM-02:20PM
FILM 20P - DIS 01E,Commun Bldg 130,F 02:40PM-03:40PM
FILM 20P - DIS 01F,Commun Bldg 130,F 04:00PM-05:00PM
FILM 232 - 01   Audiovis Ethnography,STU: Commun Bldg 139,Th 11:40AM-02:40PM
FILM 236 - 01   Making Anthropocene,SEM: Commun Bldg 139,Tu 09:50AM-12:50PM
FILM 80A - 01   The Film Experience,LEC: Kresge Acad 3105,TuTh 05:20PM-06:55PM
FILM 80S - 01   Sp Top Film/Dig Med,LEC: Kresge Acad 3105,MW 04:00PM-05:35PM
"FMST 125 - 01   Race, Sex, and Tech",LEC: Soc Sci 2 071,TuTh 03:20PM-04:55PM
FMST 194M - 01   Empire & Sexuality,SEM: Humanities 1 320,W 02:00PM-05:00PM
FMST 194T - 01   Transgender Studies,SEM: Humanities 1 316,M 02:00PM-05:00PM
FMST 31 - 01   Disability Studies,LEC: Cowell Acad 113,TuTh 05:20PM-06:55PM
FMST 40 - 01   Sexuality/Globalztn,LEC: Steven Acad 150,TuTh 01:30PM-03:05PM
FMST 40 - 01 DIS 01A,R Carson  Acad 250,F 08:00AM-09:05AM
FMST 40 - 01 DIS 01B,R Carson  Acad 252,M 02:40PM-03:45PM
FMST 40 - 01 DIS 01C,Oakes Acad 102,Tu 08:30AM-09:35AM
FMST 40 - 01 DIS 01D,Oakes Acad 102,Th 07:10PM-08:15PM
FREN 1 - 01   French: First Year,LEC: Oakes Acad 102,MWF 08:00AM-09:05AM
FREN 1 - 02   French: First Year,LEC: Oakes Acad 102,MWF 09:20AM-10:25AM
FREN 114 - 01   French Phonetics,LEC: Soc Sci 1 145,TuTh 11:40AM-01:15PM
FREN 2 - 01   French: First Year,LEC: Steven Acad 151,MWF 09:20AM-10:25AM
FREN 3 - 01   French: First Year,LEC: Steven Acad 151,MWF 10:40AM-11:45AM
FREN 6 - 01   French: Second Year,LEC: Oakes Acad 102,MWF 10:40AM-11:45AM
GCH 123 - 01   Migration and Health,LEC: R Carson Acad 250,TuTh 09:50AM-11:25AM
GCH 186 - 01   GlobalHealthPolitics,LEC: J Baskin Engr 152,TuTh 05:20PM-06:55PM
GCH 190 - 01   Glbl&ComHlthTaskForce,SEM: Merrill Acad 132,MWF 12:00PM-01:05PM
GCH 190 - 02   Glbl&ComHlthTaskForce,SEM: Cowell Com 132,TuTh 08:00AM-09:35AM
GCH 195 - 01   Glbl&ComHlthComm,SEM: R Carson Acad 240,TuTh 01:30PM-03:05PM
GCH 20 - 01   P&P Resilience,SEM: Cowell Clrm 131,TuTh 01:30PM-03:05PM
GERM 119 - 01   German Media,LEC: Soc Sci 2 159,MW 05:20PM-06:55PM
GERM 3 - 01   German: First Year,LEC: Soc Sci 1 145,MWF 09:20AM-10:25AM
GERM 6 - 01   German: Second Year,LEC: Soc Sci 2 165,MWF 12:00PM-01:05PM
HAVC 124E - 01   SE Asian-American VC,LEC: R Carson Acad 240,TuTh 05:20PM-06:55PM
HAVC 141E - 01   Hist of Photography,LEC: McHenry Clrm 1256,TuTh 03:20PM-04:55PM
HAVC 144A - 01   LatinAmVisCulture,LEC: R Carson Acad 240,TuTh 11:40AM-01:15PM
HAVC 162B - 01   The Inka,LEC: R Carson Acad 240,MWF 10:40AM-11:45AM
HAVC 176 - 01   Visual Sovereignty,LEC: McHenry Clrm 1256,TuTh 11:40AM-01:15PM
HAVC 188A - 01   Curatorial Studies,LEC: McHenry Clrm 1256,TuTh 09:50AM-11:25AM
HAVC 190H - 01   20th c. Tibetan ID,SEM: Porter Acad 245,TuTh 03:20PM-04:55PM
HAVC 191P - 01   Topics Contemp Art,SEM: Porter Acad 245,TuTh 01:30PM-03:05PM
HAVC 24 - 01   SE Asia Visual Cul,LEC: J Bask Aud 101,TuTh 01:30PM-03:05PM
HAVC 241 - 01   Decolonizing Nature,SEM: Porter Acad 245,Tu 10:00AM-01:00PM
HAVC 45 - 01   Photography Now,LEC: Oakes Acad 105,MW 05:20PM-06:55PM
HAVC 45 - 01 DIS 01A,Porter Acad 248,Tu 02:00PM-03:05PM
HAVC 45 - 01 DIS 01B,Porter Acad 248,Tu 03:20PM-04:25PM
HAVC 45 - 01 DIS 01C,Porter Acad 248,W 12:00PM-01:00PM
HAVC 45 - 01 DIS 01D,Porter Acad 248,W 01:20PM-02:25PM
HAVC 85 - 01   Intro Architecture,LEC: J Bask Aud 101,MWF 02:40PM-03:45PM
HAVC 85 - 01 DIS 01A,McHenry Clrm 1262,W 04:00PM-05:05PM
HAVC 85 - 01 DIS 01B,McHenry Clrm 1262,W 05:20PM-06:25PM
HAVC 85 - 01 DIS 01C,Porter Acad 248,Th 10:20AM-11:25AM
HAVC 85 - 01 DIS 01D,Porter Acad 248,Th 11:40AM-12:45PM
HAVC 85 - 01 DIS 01E,Porter Acad 248,Th 02:00PM-03:05PM
HAVC 85 - 01 DIS 01F,Porter Acad 248,Th 03:20PM-04:25PM
HCI 271 - 50   HCI Capstone 1,SEM: SiliconValleyCtr,TuTh 09:50AM-11:25AM
HCI 290 - 50   HCI Seminar,SEM: SiliconValleyCtr,F 09:50AM-11:25AM
HEBR 3 - 01   Hebrew: First Year,LEC: Soc Sci 2 159,MWF 04:00PM-05:05PM
HEBR 80 - 01   Intro Bible Hebrew,LEC: Porter Acad 148,MWF 10:40AM-11:45AM
HEBR 82 - 01   Hebrew: Travel Abroad,LEC: J Baskin Engr 165,MWF 01:20PM-02:25PM
HIS 100 - 01   His Skills & Methds,LEC: Cowell Com 134,TuTh 01:30PM-03:05PM
HIS 110B - 01   US Revolu:1740-1815,LEC: Porter Acad 148,TuTh 05:20PM-06:55PM
HIS 110B - DIS 01A,Oakes Acad 106,W 09:20AM-10:25AM
HIS 110B - DIS 01B,J Baskin Engr 372,W 04:00PM-05:05PM
HIS 11B - 01   L.Amer Natl Period,LEC: Soc Sci 2 071,MWF 10:40AM-11:45AM
HIS 121B - 01   Afr Amer His 1877-Pres,LEC: Soc Sci 2 075,TuTh 11:40AM-01:15PM
HIS 121B - DIS 01A,Oakes Acad 222,W 02:40PM-03:45PM
HIS 121B - DIS 01B,R Carson Acad 242,W 05:20PM-06:25PM
HIS 134A - 01   Colonial Mexico,LEC: Soc Sci 2 075,MW 05:20PM-06:55PM
HIS 137E - 01   Lit Culture in Africa,LEC: PhysSciences 140,TuTh 09:50AM-11:25AM
HIS 150B - 01   Tokugawa Japan,LEC: Merrill Acad 102,MWF 01:20PM-02:25PM
HIS 150G - 01   Disabilities East Asia,LEC: Kresge Acad 3101,MWF 09:20AM-10:25AM
HIS 154 - 01   Post-Col Nor Africa,LEC: J Baskin Engr 372,TuTh 09:50AM-11:25AM
HIS 172C - 01   Postwar German Film,LEC: Soc Sci 2 071,TuTh 07:10PM-09:30PM
HIS 178E - 01   Mod Jewish Intellec,LEC: J Baskin Engr 372,MWF 10:40AM-11:45AM
HIS 181B - 01   Imperial World,LEC: Porter Acad 144,TuTh 05:20PM-06:55PM
HIS 185C - 01   Comp Jewish Pol,LEC: J Baskin Engr 372,TuTh 01:30PM-03:05PM
HIS 190F - 01   Resrch In Americas,SEM: Cowell Acad 222,TuTh 11:40AM-01:15PM
HIS 194C - 01   Topics Mod Chinese His,SEM: Cowell Acad 222,M 04:00PM-07:00PM
HIS 196G - 01   Mod Germany & Europ,SEM: Cowell Acad 222,TuTh 03:20PM-04:55PM
HIS 196S - 01   Ancient History,SEM: Cowell Acad 223,TuTh 11:40AM-01:15PM
HIS 202 - 01   Prac World History,SEM: Humanities 1 545,F 11:30AM-02:30PM
HIS 229 - 01   Labor in Asia,SEM: Humanities 1 545,Tu 10:00AM-01:00PM
HIS 2B - 01   World Since 1500,LEC: Steven Acad 150,MWF 02:40PM-03:45PM
HIS 2B - DIS 01A,J Baskin Engr 156,W 04:00PM-05:05PM
HIS 2B - DIS 01B,J Baskin Engr 372,W 06:40PM-07:45PM
HIS 40B - 01   Modern East Asia,LEC: Steven Acad 150,MWF 12:00PM-01:05PM
HIS 40B - DIS 01C,Oakes Acad 106,Th 08:30AM-09:35AM
HIS 40B - DIS 01D,R Carson Acad 242,F 02:40PM-03:45PM
HIS 41 - 01   Making Mod Mid East,LEC: Porter Acad 144,TuTh 03:20PM-04:55PM
HIS 51 - 01   Pyramids of Earth,LEC: Soc Sci 2 075,MWF 02:40PM-03:45PM
HIS 70A - 01   ModEurope1500-1815,LEC: Soc Sci 2 071,TuTh 01:30PM-03:05PM
HIS 70A - DIS 01A,Oakes Acad 222,M 01:20PM-02:25PM
HIS 70A - DIS 01B,Kresge Acad 3301,W 02:40PM-03:45PM
HIS 74B - 01   Intro Jews & Muslims,LEC: Soc Sci 2 075,TuTh 09:50AM-11:25AM
HIS 80X - 01   Civil Rights Movmnt,LEC: Soc Sci 2 075,TuTh 03:20PM-04:55PM
HIS 80X - DIS 01A,J Baskin Engr 372,F 09:20AM-10:25AM
HIS 80X - DIS 01B,Oakes Acad 102,F 12:00PM-01:05PM
HIS 9 - 01   Intr Native Am His,LEC: PhysSciences 140,TuTh 03:20PM-04:55PM
HISC 1 - 01   Intro to HISC,LEC: Oakes Acad 105,TuTh 09:50AM-11:25AM
HISC 1 - 01 DIS 01A,R Carson Acad 242,M 08:00AM-09:05AM
HISC 1 - 01 DIS 01B,Oakes Acad 106,Th 06:40PM-07:45PM
HISC 1 - 01 DIS 01C,R Carson  Acad 252,Th 05:20PM-06:25PM
HISC 1 - 01 DIS 01D,Cowell Com 134,W 12:00PM-01:05PM
HISC 147 - 01   Truth Ideology Power,LEC: Porter Acad 148,TuTh 11:40AM-01:15PM
HISC 147 - 01 DIS 01A,PhysSciences 136,M 10:40AM-11:45AM
HISC 147 - 01 DIS 01B,Oakes Acad 106,Tu 08:30AM-09:35AM
HISC 149 - 01   The Good Life,LEC: ClassroomUnit 002,TuTh 03:20PM-04:55PM
HISC 149 - 01 DIS 01A,R Carson  Acad 252,M 10:40AM-11:45AM
HISC 149 - 01 DIS 01B,R Carson  Acad 252,M 12:00PM-01:05PM
HISC 149 - 01 DIS 01C,Oakes Acad 106,W 08:00AM-09:05AM
HISC 149 - 01 DIS 01D,Cowell Acad 113,W 01:20PM-02:25PM
HISC 149 - 01 DIS 01E,R Carson  Acad 250,F 04:00PM-05:05PM
HISC 203B - 01   Approaches,SEM: Humanities 1 420,W 02:00PM-05:00PM
HISC 249 - 01   Black Eco Thought,SEM: Humanities 1 420,Tu 02:00PM-05:00PM
HISC 285 - 01   Political Theology,SEM: Humanities 1 410,Tu 02:00PM-05:00PM
"HISC 85 - 01   Politics, Religion",LEC: Humn Lecture Hall,MW 05:20PM-06:55PM
HISC 85 - 01 DIS 01A,Oakes Acad 222,M 08:00AM-09:05AM
HISC 85 - 01 DIS 01B,Oakes Acad 106,M 10:40AM-11:45AM
HISC 85 - 01 DIS 01C,R Carson  Acad 250,W 01:20PM-02:25PM
HISC 85 - 01 DIS 01D,R Carson  Acad 250,W 02:40PM-03:45PM
HUMN 25 - 01   Humans & Machines,SEM: Cowell Com 134,TuTh 11:40AM-01:15PM
ITAL 1 - 01   Elem Italian Lang,LEC: Soc Sci 2 165,MWF 08:00AM-09:05AM
ITAL 101 - 01   Ital Cultr and Food,LEC: Steven Acad 152,MWF 08:00AM-09:05AM
ITAL 1B - 01   Italian: Accel,LEC: Steven Acad 152,MWF 09:20AM-10:25AM
ITAL 3 - 01   Italian: First Year,LEC: Merrill Acad 132,MWF 10:40AM-11:45AM
ITAL 6 - 01   Italian: Second Year,LEC: Steven Acad 152,MWF 10:40AM-11:45AM
JAPN 109 - 01   Jpn Lang/Cul/Soc,LEC: Soc Sci 2 165,MW 05:20PM-06:55PM
JAPN 3 - 01   Japanese: First Year,LEC: Cowell Com 134,MWF 09:20AM-10:25AM
JAPN 3 - 02   Japanese: First Year,LEC: Cowell Com 134,MWF 10:40AM-11:45AM
JAPN 3 - 03   Japanese: First Year,LEC: J Baskin Engr 165,MWF 02:40PM-03:45PM
JAPN 3 - 04   Japanese: First Year,LEC: J Baskin Engr 165,MWF 04:00PM-05:05PM
JAPN 6 - 01   Japanese: Second Year,LEC: Soc Sci 1 145,MWF 02:40PM-03:45PM
JAPN 6 - 02   Japanese: Second Year,LEC: Soc Sci 1 145,MWF 04:00PM-05:05PM
JRLC 111 - 01   Joy In Social Movement,SEM: Soc Sci 2 179,MWF 12:00PM-01:05PM
JRLC 125A - 01   Transcommunal Peace,FLD: Soc Sci 2 171,Th 04:00PM-06:00PM
JRLC 140 - 01   Secrecy,LEC: ISB 221,TuTh 05:20PM-06:55PM
JRLC 55 - 01   USP Opportunities Lab,SEM: Soc Sci 1 153,Tu 01:30PM-03:05PM
KRSG 10 - 01   Reading Marx,SEM: Kresge Acad 3301,Th 09:50AM-11:25AM
KRSG 100 - 01   Learning with Intent,SEM: Kresge Acad 3301,Tu 01:30PM-03:05PM
KRSG 12 - 01   Reading Sci-Fi,SEM: Cowell Com 132,Th 11:40AM-01:15PM
KRSG 65W - 01   KRSG Lab Cr Writing,LAB: Kresge Acad 3301,Tu 09:50AM-11:25AM
KRSG 70 - 01   Media Climate Justice,SEM: Kresge Acad 3301,Th 11:40AM-01:15PM
LALS 100A - 01   Research in LALS,LEC: Steven Acad 175,TuTh 09:50AM-11:25AM
LALS 139 - 01   QueerIndigenousHistory,LEC: Merrill Acad 130,MW 05:20PM-06:55PM
LALS 141 - 01   UndersideOfGreenEnergy,LEC: Kresge Acad 3101,TuTh 05:20PM-06:55PM
LALS 143 - 01   Race & Ethnicity,LEC: Cowell Clrm 131,MWF 02:40PM-03:45PM
LALS 152 - 01   Consumr Cultures,LEC: Crown Clrm 208,TuTh 03:20PM-04:55PM
LALS 167 - 01   Global Latinidades,LEC: Soc Sci 2 179,TuTh 11:40AM-01:15PM
"LALS 175 - 01   Migratn, Gndr, Hlth",LEC: Cowell Clrm 131,MW 07:10PM-08:45PM
LALS 181 - 01   Forced Migrations,SEM: Soc Sci 2 179,TuTh 01:30PM-03:05PM
LALS 194L - 01   Sr Sem Research Lab,LAB: Crown Clrm 203,TuTh 01:30PM-02:30PM
LALS 194R - 01   Latinx Science Fiction,SEM: Crown Clrm 203,TuTh 11:40AM-01:15PM
LALS 213 - 01   LALS HistoricalMethods,SEM: Merrill Acad 003,W 02:40PM-05:40PM
LALS 292 - 01   Graduate Colloquim,SEM: Merrill Acad 134,W 09:00AM-11:00AM
LALS 55 - 01   AIDS Across the Americas,LEC: Soc Sci 1 110,MW 05:20PM-06:55PM
LALS 65 - 01   Religion & Revolution,LEC: Kresge Acad 3201,MWF 12:00PM-01:05PM
LGST 10 - 01   Intro Legal Process,LEC: Thim Lecture 001,MWF 02:40PM-03:45PM
LGST 10 - 01 DIS 01A,Hum & Soc Sci 350,Tu 07:10PM-08:15PM
LGST 10 - 01 DIS 01B,Hum & Soc Sci 350,W 12:00PM-01:05PM
LGST 10 - 01 DIS 01C,R Carson  Acad 252,W 05:20PM-06:25PM
LGST 10 - 01 DIS 01D,J Baskin Engr 165,F 10:40AM-11:45AM
LGST 105B - 01   EarlyMod Pol Thought,LEC: Thim Lecture 001,TuTh 11:40AM-01:15PM
LGST 105B - DIS 01A,McHenry Lib 1350,M 10:40AM-11:45AM
LGST 105B - DIS 01B,Merrill Acad 132,Th 05:20PM-06:25PM
LGST 105B - DIS 01C,Merrill Acad 132,Th 06:40PM-07:45PM
LGST 105B - DIS 01D,Soc Sci 1 145,W 01:20PM-02:25PM
LGST 107 - 01   Toleration and Hate,LEC: PhysSciences 110,TuTh 03:20PM-04:55PM
LGST 111B - 01   Civil Liberties,LEC: Kresge Acad 3201,TuTh 01:30PM-03:05PM
LGST 111B - DIS 01A,Merrill Acad 132,Tu 05:20PM-06:25PM
LGST 111B - DIS 01B,Soc Sci 2 165,Tu 06:40PM-07:45PM
LGST 111B - DIS 01C,Hum & Soc Sci 250,Th 08:30AM-09:35AM
LGST 111B - DIS 01D,Hum & Soc Sci 250,Th 09:50AM-10:55AM
LGST 111B - DIS 01E,Soc Sci 2 159,W 12:00PM-01:05PM
LGST 111B - DIS 01F,Soc Sci 2 179,M 09:20AM-10:25AM
LGST 112 - 01   California Pasts,LEC: PhysSciences 130,TuTh 09:50AM-11:25AM
LGST 120C - 01   Capit Amer Pol Dev,LEC: Steven Acad 150,MWF 09:20AM-10:25AM
LGST 120C - DIS 01A,Hum & Soc Sci 350,M 12:00PM-01:05PM
LGST 120C - DIS 01B,Hum & Soc Sci 350,M 01:20PM-02:25PM
LGST 120C - DIS 01C,Soc Sci 2 159,Tu 05:20PM-06:25PM
LGST 120C - DIS 01D,Soc Sci 2 159,Tu 06:40PM-07:45PM
LGST 133 - 01   Law of Democracy,LEC: PhysSciences 130,MW 07:10PM-08:45PM
LGST 140E - 01   Natl Environ Policy,LEC: ISB 221,MW 05:20PM-06:55PM
LGST 140E - DIS 01A,ISB 431,M 04:00PM-05:00PM
LGST 140E - DIS 01B,ISB 221,W 02:40PM-03:40PM
LGST 142 - 01   Anthropology of Law,LEC: Cowell Clrm 131,TuTh 11:40AM-01:15PM
LGST 147B - 01   Psych and Law,LEC: Thim Lecture 003,M 05:20PM-08:20PM
LGST 147B - DIS 01A,Oakes Acad 102,W 01:20PM-02:25PM
LGST 147B - DIS 01B,J Baskin Engr 372,W 02:40PM-03:45PM
LGST 147B - DIS 01C,Oakes Acad 222,Th 03:20PM-04:25PM
LGST 147B - DIS 01D,Oakes Acad 222,Th 05:20PM-06:25PM
LGST 150 - 01   Children & the Law,LEC: Cowell Acad 113,MW 05:20PM-06:55PM
"LGST 153 - 01   Immig, Citizen & Law",LEC: Soc Sci 2 179,TuTh 07:10PM-08:45PM
LGST 175 - 01   Human Rights,LEC: R Carson Acad 240,TuTh 07:10PM-08:45PM
LGST 184 - 01   Shariah/PolThinking,LEC: Kresge Acad 3101,TuTh 11:40AM-01:15PM
LGST 196 - 01   Senior Capstone,LEC: Crown Clrm 202,TuTh 09:50AM-11:25AM
LGST 196 - 02   Senior Capstone,LEC: Cowell Acad 113,MWF 08:00AM-09:05AM
LING 101 - 01   Phonology I,LEC: Soc Sci 2 075,MWF 12:00PM-01:05PM
LING 101 - 01 DIS 01A,Soc Sci 2 171,M 04:00PM-05:05PM
LING 101 - 01 DIS 01B,Soc Sci 2 171,M 02:40PM-03:45PM
LING 101 - 01 DIS 01C,Crown Clrm 201,Tu 09:50AM-10:55AM
LING 101 - 01 DIS 01D,Crown Clrm 201,Tu 11:40AM-12:45PM
LING 113 - 01   Syntax II,LEC: Soc Sci 2 179,TuTh 03:20PM-04:55PM
LING 113 - 01 DIS 01A,J Baskin Engr 372,W 08:00AM-09:05AM
LING 113 - 01 DIS 01B,R Carson  Acad 250,W 05:20PM-06:25PM
LING 151 - 01   Phonetics II,LEC: Soc Sci 1 110,MWF 09:20AM-10:25AM
LING 151 - 01 DIS 01A,Cowell Acad 216,W 02:40PM-03:45PM
LING 151 - 01 DIS 01B,Cowell Acad 216,W 04:00PM-05:05PM
LING 151 - 01 DIS 01C,Crown Clrm 201,Th 11:40AM-12:45PM
LING 151 - 01 DIS 01D,Crown Clrm 201,Th 01:30PM-02:35PM
"LING 155 - 01   Language, Cognition",LEC: N. Sci Annex 103,MWF 04:00PM-05:05PM
LING 171 - 01   Psycholinguistics I,LEC: Soc Sci 2 075,TuTh 01:30PM-03:05PM
LING 171 - 01 DIS 01A,Soc Sci 2 363,Th 05:20PM-06:25PM
LING 171 - 01 DIS 01B,Crown Clrm 201,F 10:40AM-11:45AM
LING 171 - 01 DIS 01C,Crown Clrm 201,M 02:40PM-03:45PM
LING 171 - 01 DIS 01D,Crown Clrm 202,M 01:20PM-02:25PM
LING 212 - 01   Phonology B,SEM: Steven Lib 102,MW 08:00AM-09:35AM
